city/state,latitude,longitude
['Spring'],30.0798826,-95.4172549
['Bo'],-17.0568696,-64.9912286
['Chester'],53.1908873,-2.8908955
['Newport'],41.4899827,-71.3137707
['Bay'],47.2885,5.71839
['Paradise'],36.1150858,-115.1734142
['Palm Desert'],33.74079965,-116.36936983394352
['Tokyo'],35.6828387,139.7594549
['Aloha'],45.5263998,-84.4666997
['Tel Aviv'],32.0852997,34.7818064
['Berkeley'],37.8708393,-122.2728639
['Kiel'],54.3227085,10.135555
['Sunset'],25.7040213,-80.35225366277555
['Parker'],32.7599475,-97.7935767
['Surprise'],33.6292271,-112.3680189
['Batman'],37.7874104,41.2573924
['Delta'],33.3926893,-95.6749486
['San Antonio'],29.4246002,-98.4951405
['Mary'],37.1302916,62.4019513
['Colton'],34.0739016,-117.3136547
['Mission'],26.2159066,-98.3252932
['London'],51.5073219,-0.1276474
['Chelsea'],51.4875417,-0.1682205
['Oaxaca'],17.0,-96.5
['Livorno'],42.79021905,10.340281392353766
['Keystone'],42.0008582,-92.1985206
['Lucas'],41.0147422,-93.3427643
['Gary'],41.6021292,-87.3371372
['Gose'],34.4631877,135.740175
['Mol'],41.684672,14.595614
['Graham'],39.34062,-99.8980624
['Sandy'],40.5664878,-111.838904
['Hobbs'],32.707667,-103.1311314
['Holden'],64.077084,10.94250352756029
['Addison'],41.931696,-87.9889556
['Naples'],40.8359336,14.2487826
['Kingston'],17.9712148,-76.7928128
['Vic'],-36.5986096,144.6780052
['Bath'],51.3813864,-2.3596963
['Clinton'],38.5896187,-89.420064
['Ariana'],36.968573500000005,10.121985506329507
['Carmel'],39.9788017,-86.1189257
['Converse'],29.5180081,-98.3161241
['Borger'],35.6678204,-101.3973876
['Asheville'],35.6009498,-82.5540161
['Vasa'],63.081820949999994,21.479812522296804
['Leticia'],-3.58082345,-70.08851628711486
['Deal'],51.2239544,1.4027344
['Weston'],51.3471927,-2.9778916
['Reading'],51.456659,-0.9696512
['Nashville'],36.1622296,-86.7743531
['Golden'],39.743310699999995,-105.21250036061394
['Boo'],59.3205986,18.2613337
['Donna'],26.1702082,-98.0522376
['Porto'],41.1494512,-8.6107884
['San Francisco'],37.7790262,-122.4199061
['Napa'],38.2971367,-122.2855293
['Coachella'],33.68656595,-116.15327749528778
['Moscow'],55.7504461,37.6174943
['New York'],40.7127281,-74.0060152
['La Barca'],41.4551144,-2.6215182
['Sebastian'],35.1770785,-94.2654285
['Irvine'],33.6856969,-117.8259819
['San'],36.638392,127.6961188
['San Juan'],18.465299,-66.116666
['Lens'],50.4291723,2.8319805
['Westmont'],41.7950525,-87.9751964
['Ami'],50.5497761,5.3240992
['Chiang Mai'],18.7882778,98.9868056
['Waterford'],52.2609997,-7.1119081
['Arcadia'],42.0872073,-95.0461023
['Saratoga'],37.2638324,-122.0230146
['Palmer'],61.5995703,-149.1110902
['Una'],31.583333,76.25
['Tara'],56.902587,74.3698652
['Metro'],48.9117629,2.2139698308123266
['Brad'],46.1302414,22.7921521
['Wolcott'],43.220622,-76.814958
['Griffin'],33.2467807,-84.2640904
['Shrewsbury'],52.707755,-2.7540658
['Brighton'],50.8214626,-0.1400561
['Sofia'],-15.2538402,48.2562163
['Reno'],39.5261206,-119.8126581
['Cherry Hill'],39.9348351,-75.0307264
['Baltimore'],39.2908816,-76.610759
['Holland'],52.5001698,5.7480821
['Antelope'],42.1864809,-98.0716943
['Mon'],54.1936805,-4.5591148
['Columbia'],2.8894434,-73.783892
['Ferguson'],38.744707,-90.3038975
['Rama'],51.7601506,-102.9979154
['Folsom'],38.6779591,-121.1760583
['Newton'],30.8118989,-93.740504
['Houston'],29.7589382,-95.3676974
['Luau'],-10.7025518,22.2275381
['Dasha'],41.6809707,44.0287382
['Boli'],45.8166782,130.4878261
['Savannah'],32.0809263,-81.0911768
['Tampa'],27.9477595,-82.458444
['Boom'],51.0873789,4.3667216
['Mut'],36.70470335,33.365909928428906
['Sanger'],33.3631706,-97.1739028
['Arnold'],38.4226711,-90.3758287
"['Central', 'Nikki']",9.98537345,3.253330776324945
['Ogden'],41.2230048,-111.9738429
['Carson'],35.3636563,-101.3353895
['Bogo'],11.0530536,124.0110354
['La Jolla'],32.83259,-117.2716839
['Logan'],40.1075089,-89.3768539
['Grove'],38.9953683,21.9877132
['Uga'],48.85636005,103.47449744974568
['Umi'],6.6013531,2.550566
['Portland'],45.5202471,-122.6741949
['Wa'],47.2868352,-120.2126139
['Dresden'],51.0493286,13.7381437
['Pita'],35.892353,14.4934881
['Tyler'],32.3512601,-95.3010624
['Ube'],33.9516458,131.2468368
['Rocklin'],38.7907339,-121.2357828
['Richmond'],37.5385087,-77.43428
['Alamo'],26.1836854,-98.1230638
['Palm'],40.4281539,-75.5329608
['Union'],37.4616454,-89.2504793
['Atlanta'],33.7489924,-84.3902644
['Nikki'],9.98537345,3.253330776324945
['Jackson'],32.2990384,-90.1847691
['Temple'],31.098207,-97.3427847
['Edinburgh'],55.9533456,-3.1883749
['Barry'],43.1463184,0.0211297
['Bra'],44.6976778,7.8542707
['Berlin'],52.5170365,13.3888599
['Seymour'],33.5942438,-99.2603073
['Bato'],10.3286251,124.7889463
['Trenton'],40.2170575,-74.7429463
['Shelby'],31.7716364,-94.1301652
['Michigan City'],41.7075394,-86.8950297
['Mitchell'],32.2898049,-100.9213003
['Santa Cruz'],28.469648,-16.2540884
['Avon'],48.4048867,2.7207225
['Eureka'],40.8020712,-124.1636729
['Elizabeth'],40.6639916,-74.2107006
['Bama'],12.0388818,-4.4025334
['Mobile'],30.6943566,-88.0430541
['Franklin'],33.16011905,-95.21652077002003
['Wilmington'],39.7459468,-75.546589
['Hanoi'],21.0294498,105.8544441
['Gay'],51.471443,58.440517
['Same'],-4.2198086,37.98901038917198
['Cheshire'],53.2141028,-2.471770086071205
['Young'],33.1508315,-98.6962766
['Opportunity'],47.6571257,-117.2397875
['Shibata'],37.9478881,139.3271831
['Zion'],42.4461322,-87.8328505
['McLean'],40.4631789,-88.8196613
['Virginia'],37.1232245,-78.4927721
['Ithaca'],42.4396039,-76.4968019
['Oakland'],37.8044557,-122.2713563
['Lincoln'],40.8088861,-96.7077751
['Taytay'],14.5706996,121.13202
['Kendall'],29.943885,-98.7258845
['Santos'],-23.960833,-46.333889
['Harper'],37.1922068,-98.0835849
['Martin'],32.2675039,-101.9190317
['Dublin'],53.3497645,-6.2602732
['Kenmore'],47.7573202,-122.2440148
['Seoul'],37.5666791,126.9782914
['Wyoming'],43.1700264,-107.5685348
['Memphis'],35.1490215,-90.0516285
['San Jose'],37.3361905,-121.890583
['Cali'],3.4517923,-76.5324943
['Minot'],47.6698594,4.8786165
['Alma'],-23.0227714,-67.7530723
['Comal'],29.7979704,-98.2690787
['Goleta'],34.4358295,-119.8276389
['Cartagena'],37.6267868,-1.0006184
['Ho'],27.7198095,56.335807
['Mojo'],-7.271395849999999,112.76709299306133
['Columbus'],39.9622601,-83.0007065
['Albuquerque'],35.0841034,-106.6509851
['Shushi'],25.105918,121.803683
['Anthem'],33.857492,-112.11359410473517
"['Porto', 'Faro']",18.3922647,-65.95848512206794
['Gillette'],44.290635,-105.501876
['Cambridge'],52.2034823,0.1235817
['Normal'],40.5117699,-88.9944815
['Nan'],46.3144754,11.0480288
['Victoria'],-36.5986096,144.6780052
['Mascara'],35.397838500000006,0.24301949927219488
['Hollister'],36.8524545,-121.4016021
['Mons'],50.4549568,3.951958
['Orange'],33.7500378,-117.8704931
['Montclair'],40.8164458,-74.2210643
['Wildwood'],38.5806948,-90.6314374
['Chandler'],33.3061605,-111.84125
['Fontana'],34.0922335,-117.435048
['Duluth'],46.7729322,-92.1251218
['Santa Marta'],17.0920157,-88.6118965
['Most'],50.5032737,13.636112
['Elmhurst'],41.8994745,-87.9403418
['Athens'],37.9839412,23.7283052
['Essex'],51.77046785,0.46466977412300386
['Springfield'],39.7990175,-89.6439575
['Haan'],51.1954956,7.0085328
['Dubai'],25.0750095,55.18876088183319
['Kobe'],34.6932379,135.1943764
['Pasadena'],34.1476452,-118.1444779
['Temecula'],33.4946353,-117.1473661
['Casa Blanca'],19.046389,-98.116944
"['Boom', 'Cabo']",-33.7180409,18.9615631
['Merrick'],41.1650536,-98.0531937
['Lake Charles'],30.2265949,-93.2173759
['Kyle'],29.9892928,-97.8772103
['Orlando'],28.5421109,-81.3790304
['El Centro'],47.5490251,1.7324062
['Santa Fe'],-30.3154739,-61.1645076
['Eilat'],29.5569348,34.9497949
['Santa Monica'],34.0194704,-118.4912273
['Napoli'],40.8359336,14.2487826
['Leavenworth'],39.3113257,-94.922759
['Florida'],27.7567667,-81.4639835
['Lala'],24.58312935,92.59505839785001
['Santa Barbara'],34.4221319,-119.7026673
['Bergen'],60.3943055,5.3259192
['Chino'],34.0133561,-117.690075
['Blythe'],33.6134767,-114.5937537
"['Newcastle', 'Newcastle']",-32.9272881,151.7812534
['Ixtapa'],16.807622700000003,-92.898650478142
['Kuna'],43.4918307,-116.4201223
['Chico'],39.7284945,-121.8374777
['Corona'],33.8752945,-117.5664449
['Taipei'],25.0375198,121.5636796
['Brandon'],46.35270835,4.577608667704116
['Samara'],53.198627,50.113987
['Shoreline'],47.7558829,-122.34104273295449
['Johnson'],32.3766071,-97.3568623
['Roy'],41.1617999,-112.0261903
['Nelson'],-41.2710849,173.2836756
['Bellingham'],48.7544012,-122.4788361
['Baja'],-12.285251,-41.9294776
"['Mary', 'Golden']",43.814740549999996,-79.30469548761658
['Teresa'],39.9002632,-0.6577111
['Pearl'],32.2745912,-90.1320311
['Ibiza'],38.974390099999994,1.4197463178515335
['Toledo'],39.8560679,-4.0239568
['Madison'],43.074761,-89.3837613
['West Hollywood'],34.0923014,-118.3692894
['Wilson'],29.1589961,-98.1251465
['Banes'],20.9617436,-75.7228786
['Sunnyside'],46.3246419,-120.0081898
"['SeaTac', 'Seattle']",47.4475673,-122.3080158569515
['Sevilla'],37.3886303,-5.9953403
['Oslo'],59.9133301,10.7389701
['Lagos'],6.4550575,3.3941795
['Barcelona'],41.3828939,2.1774322
['Plato'],44.7744064,-94.0399721
['Phuket'],7.9366015,98.3529292
['Encinitas'],33.0369867,-117.2919818
"['Buy', 'Nashville']",36.1318538,-86.6696926
['Rijeka'],45.3271752,14.4412309
['Rome'],41.8933203,12.4829321
['Fredericksburg'],38.3031837,-77.4605399
['Sanaa'],15.3538569,44.2058841
['Helsinki'],60.1674881,24.9427473
['Worms'],49.6302618,8.3620898
['Mari'],16.3700359,-2.2900239
['Federal'],-51.5967428,-72.2215124597009
['Manga'],-14.7528035,-43.9417044
['Milano'],45.4668,9.1905
['Davis'],40.7474784,-92.3965311
['Barking'],51.5389922,0.0804245
['Munich'],48.1371079,11.5753822
['Sitges'],41.2366707,1.8228136
['Oral'],65.0331721,60.115404
['Havana'],23.135305,-82.3589631
['Cairo'],30.0443879,31.2357257
['Darien'],7.7017594,-77.22935587103366
['Of'],40.881735899999995,40.27544376928809
"['Texas', 'Maryland']",39.4638658,-76.6422013
['Walker'],30.6795741,-95.5522823
['Vienna'],48.2083537,16.3725042
['Vatican City'],41.9034912,12.4528349
['Jupiter'],26.9342246,-80.0942087
['Zushi'],35.3040672,139.5838447
['Kyoto'],35.021041,135.7556075
['Newark'],40.735657,-74.1723667
['Rye'],46.8705,5.43056
['Hangzhou'],30.2489634,120.2052342
['Copenhagen'],55.6867243,12.5700724
['Vancouver'],49.2608724,-123.1139529
['Mason'],30.705029,-99.2233284
['Madrid'],40.4167047,-3.7035825
['Sale'],44.980656,8.809348
['Central'],-0.5107599,36.8452516
['Vladimir'],56.1288899,40.4075203
['Myrtle Beach'],33.6956461,-78.8900409
"['Köln', 'Heidelberg']",-37.757107,145.0607878
['Harlow'],51.7676194,0.0974893
['Hampton'],37.0372925,-76.29654360002506
['Burlington'],44.4761601,-73.212906
['Redding'],40.5863563,-122.3916754
['Preston'],53.7593363,-2.6992717
['Noblesville'],40.0455918,-86.0085955
['Brody'],50.0833041,25.1437921
['Kara'],9.541111,0.7876018299289109
['Aba'],5.112735,7.364349
['Los Angeles'],34.0536909,-118.242766
['Constantine'],36.364519,6.60826
['Punta Cana'],18.556551,-68.3691611
['Montana'],47.3752671,-109.6387579
['Kati'],12.7389091,-8.0684052
['Louisville'],38.2542376,-85.759407
['Rivera'],-30.900058,-55.5408151
['Fountain'],38.682219,-104.7008056
['Lawrence'],38.9719384,-95.2359496
['Campbell'],37.2870626,-121.9448818
['Lexington'],38.0464066,-84.4970393
['Ensenada'],31.8658887,-116.6029835
['Anoka'],45.2710195,-93.2827625
['Pittsburgh'],40.4416941,-79.9900861
['Tías'],28.9520311,-13.6538688
['Washington'],38.8949924,-77.0365581
['ColoRADo'],38.7251776,-105.6077167
['Baldwin'],30.5677527,-87.7324392
['Joliet'],41.5263603,-88.0840212
['Randolph'],38.0472916,-89.8107962
['Beira'],33.3314718,10.23518048692811
['Eugene'],44.0505054,-123.0950506
['Bryant'],40.4661513,-90.0917851
['Eagle'],39.6161124,-106.7172844
['Turku'],60.4517531,22.2670522
['Camden'],39.9448402,-75.1198911
['Ponce'],18.011564,-66.613958
['Gap'],44.5611978,6.0820018
['Auburn'],32.651488,-85.45353586259266
['Plantation'],26.1275862,-80.2331036
"['Bella Vista', 'Geneva']",28.737294,-81.11342048773265
['Flores'],-33.583333,-56.833333
['Toyota'],35.15195,137.301478
['FlOriDa'],27.7567667,-81.4639835
['Key West'],24.5625566,-81.7724368
['Toronto'],43.6534817,-79.3839347
['Manhattan'],40.7896239,-73.9598939
['Montréal'],45.4972159,-73.6103642
['Tours'],47.3900474,0.6889268
['Hoover'],33.3864655,-86.78247922885197
['Derry'],54.9978678,-7.3213056
['Stafford'],52.8063157,-2.1163818
['Murray'],44.017855,-95.7615205
['Mariana'],-20.3781468,-43.4174862
['Bristol'],51.4538022,-2.5972985
['Buffalo'],42.8867166,-78.8783922
['Shipley'],53.8321814,-1.7779777
['Seaside'],36.62593,-121.8169383456945
['Howard'],32.3047833,-101.4271085
['Canton'],32.555664,-95.8640507
['Cypress'],33.8248235,-118.0399368
['Philadelphia'],39.9527237,-75.1635262
['Hanover'],52.3744779,9.7385532
['Monterey'],36.2231079,-121.3877428
['Casa Grande'],32.8795022,-111.7573521
['Tapes'],-30.6747721,-51.3986199
['Charlotte'],35.2272086,-80.8430827
['Boulder'],40.0149856,-105.2705456
['Bradley'],33.4494147,-92.16876
['Sake'],-2.2327477,30.417865
['Casper'],42.866632,-106.313081
['Tucker'],33.85162905,-84.22374316732959
['Derby'],52.9212617,-1.4761491
['Mexico City'],19.4326296,-99.1331785
['Mula'],41.580472,-1.1161953
['Bron'],45.7337532,4.9092352
['Old City'],31.7782872,35.2319526
['Shelbyville'],38.2120144,-85.2235666
['Murphy'],33.0151208,-96.6130478
['Galt'],42.6935804,-93.6053548
['Prague'],50.0874654,14.4212535
['Paisley'],55.8455828,-4.4239646
['Tame'],6.461559,-71.7244438
['Hamm'],51.6804093,7.815197
['Harvey'],38.0352315,-97.4486267
['Davenport'],41.5236436,-90.5776368
['Coronado'],32.6915199,-117.1766947
['Beverly Hills'],34.0696501,-118.3963062
['Toki'],35.3524854,137.1834191
['Sig'],50.7865007,7.6681686
['Melo'],-32.3681117,-54.1701271
['Doba'],47.1659729,17.3798491
['Summit'],39.6070951,-106.0636654
['Cueto'],43.3445887,-3.1528643
['Sammamish'],47.6088445,-122.0423067
['Gardner'],42.5823564,-71.9831716
['Tiffin'],41.7058469,-91.6629498
['Moe'],38.7604815,-92.5617875
['Everett'],47.9673056,-122.2013998
['Panama City'],30.1600827,-85.6545729
['Witten'],51.4370171,7.335124
['Lido'],45.4147065,12.3758633
['Calexico'],32.6790572,-115.498703
['Cutler'],38.0322733,-89.5656512
['Lansdowne'],29.79641045,78.75147086956142
['Versailles'],48.8035403,2.1266886
['Enterprise'],31.3151708,-85.8552161
['Bella Vista'],36.4814641,-94.2732642
['Papaya'],13.6351853,120.8917951
['Police'],53.5486435,14.5657399
['Galveston'],29.299328,-94.7945882
['Perico'],-24.3938068,-65.11528896134641
['Pendleton'],45.672075,-118.7885967
['Mila'],45.4668,9.1905
['Manta'],44.6158717,7.4870199
['Granite'],46.3944149,-113.4687025
['Norwood'],40.7055931,-89.6987129
['Kansas City'],39.100105,-94.5781416
['University'],51.7520849,-1.2516646208312259
['Cleveland'],41.5051613,-81.6934446
"['Cambridge', 'Oxford']",44.7153346,-70.963679
['Long Beach'],33.7690164,-118.191604
['Michigan'],43.6211955,-84.6824346
['Bethany'],40.2683344,-94.0282861
['Plum'],40.5003457,-79.7494911
['Sunrise'],26.1666888,-80.2787573
['Helena'],46.5927425,-112.0362771
['Lakeside'],42.6213691,-95.1733278
['Honda'],5.210419,-74.7361921
['Boise'],43.6166163,-116.200886
['Fremont'],37.5482697,-121.9885719
['Mineola'],40.7492678,-73.6406845
['Lacey'],47.0263876,-122.8072257
['Lira'],38.4469112,-6.0567079
['Dartmouth'],50.3514839,-3.583844
['Adrian'],41.8975152,-84.0373054
['Bologna'],44.4937577,11.3430308
"['Manchester', 'Liverpool']",53.477186450000005,-2.257894862121237
['Bethpage'],40.7432812,-73.4838143
['Hercules'],38.0171441,-122.2885808
['Laguna Beach'],33.5426975,-117.785366
['Amherst'],42.3685658,-72.505714
['Haifa'],32.8191218,34.9983856
['Marbella'],36.508976,-4.88562
['Jasper'],30.7485258,-94.000884
['Bordeaux'],44.841225,-0.5800364
['York'],53.9590555,-1.0815361
['Dickinson'],38.8790615,-97.1893341
['Windham'],42.8006441,-71.304229
['Bangkok'],13.7544238,100.4930399
['Baytown'],29.7355047,-94.9774274
['Springs'],41.021636,-72.15937198654441
['Holloway'],51.5572453,-0.1183706
['Gilbert'],33.3527632,-111.7890373
['Clayton'],42.8547706,-91.3667151
"['Wedding', 'Austin']",30.2616236,-97.7227918
['Yuma'],32.665135,-114.47603157249804
['Savage'],44.7779041,-93.3356204
['Rosarito'],32.3648126,-117.055626
['Chennai'],13.0836939,80.270186
['Niagara Falls'],43.08436,-79.0614686
['Hermosa Beach'],33.86428,-118.39591
['Marlow'],54.1556493,12.5725117
['Dover'],51.1251275,1.3134228
['Independence'],39.0924792,-94.4137923
['Glendale'],34.1469416,-118.2478471
['Ushuaia'],-54.8069332,-68.3073246
['Léo'],11.18140975,-2.1174447462526143
['Johnstown'],40.3267407,-78.9219698
['Whittier'],33.9708782,-118.0308396
"['Nola', 'Jackson']",54.7294199,-5.775461
"['Florida', 'Cali']",-33.5454272,-70.5807722
['Laredo'],27.5199841,-99.4953764
['Vineyard'],38.4671207,-121.33475396978551
['Willowbrook'],33.9187863,-118.2343933
['Yao'],34.626275,135.605845
['Bostonia'],32.8075509,-116.9364153
['Burbank'],34.1816482,-118.3258554
['Lynn'],33.1474257,-101.812592
['Edison'],40.5382375,-74.39451734508772
['Aurora'],16.0,121.75
['Palma'],39.5695818,2.6500745
['Guanajuato'],20.9876996,-101.0
['Yuba'],39.2839755,-121.3556818
['Beverly'],42.5584284,-70.8800491
['San Clemente'],39.4037093,-2.4274052
['Durango'],24.833333,-104.833333
['Chattanooga'],35.0457219,-85.3094883
['Superior'],43.4302376,-94.9463794
['Merritt Island'],28.2662775,-80.66369844594115
['Cape Town'],-33.928992,18.417396
"['Jackson', 'Mercedes']",42.161979900000006,-84.44881130744419
['Allen'],37.8882168,-95.3170208
['Kettering'],39.6895036,-84.1688274
['Hayes'],49.1672142,6.366144
['Erie'],42.1294712,-80.0852695
['Dale'],31.3940969,-85.623763
['Tula'],45.2678347,1.7706797
['Alba'],56.7861112,-4.1140518
['Condado'],-0.1032661,-78.5045937
['Chapel Hill'],35.9131542,-79.05578
['Hamden'],42.1911969,-74.9946083
['Ubud'],-8.5068977,115.2622931
['Champaign'],40.1164205,-88.2433829
['Soko'],42.8467166,19.8197172
['Mamaroneck'],40.9487097,-73.7326309
['Mountain View'],37.3893889,-122.0832101
['Greenville'],34.851354,-82.3984882
['Asbury Park'],40.2203907,-74.0120817
['Las Vegas'],36.1672559,-115.1485163
['Tijuana'],32.5010188,-116.9646629
['Pio'],46.5026929,-1.222072
['Ceres'],45.3133772,7.3896883
"['Portland', 'Minneapolis']",44.962846,-93.267526
['Ankara'],39.9207486,32.8540093
['La Quinta'],33.66365425,-116.27770251129584
['Fairfield'],38.2493581,-122.039966
['Lattes'],43.5653993,3.9017114
['Santa Rosa'],14.150152349999999,-90.35088183533747
['Shanghai'],31.2322758,121.4692071
['Prospect'],38.3459615,-85.60460479093771
['Marina'],43.5139149,16.1092196
['LaLa'],24.58312935,92.59505839785001
['Maryland'],39.5162234,-76.9382069
['Marshall'],41.0324537,-89.2998456
['Marl'],49.74,3.7713889
"['Missouri', 'Florida']",39.492443,-91.79118207764637
['La Isla'],18.12289035,-95.58427533680396
['Douglas'],39.7628415,-88.2170516
['Rosemont'],41.9941334,-87.8756737
['Inglewood'],33.9562003,-118.353132
['Los Gatos'],37.226611,-121.9746797
['Mesquite'],32.7666103,-96.599472
['Sakura'],35.7234619,140.2240158
['Troy'],39.957373950000004,26.238017461011644
['Salvador'],13.8000382,-88.9140683
['Torcy'],50.4830626,2.02302
['Dome'],43.3153154,5.4044232
['Daxi'],24.9384417,121.8897574
['Ganja'],40.6798083,46.3597178
['Saki'],45.1319466,33.6001281
['Burton'],52.802742,-1.629917
['Chongqing'],29.5647398,106.5478767
"['Best', 'Tampa']",27.9579941,-82.50381730974041
['Peer'],51.10874,5.449157219006136
['Harrison'],32.5233959,-94.3982158
"['Pomona', 'Best']",34.1074615,-117.7418498
['Owosso'],42.9975968,-84.1720541
['Sherman'],36.2452294,-101.8858689
"['Champaign', 'Chicago']",40.110868,-88.26373
['Cary'],35.7882893,-78.7812081
['Luxor'],25.702096,32.647186
['Decatur'],39.8454163,-88.9524151
['Fresno'],36.7394421,-119.7848307
['Laguna'],28.4857715,-16.3159422
['Adler'],43.4253834,39.9237036
['Beerse'],51.31343805,4.837552000419186
['Perm'],58.5951603,56.3159546
['Marks'],51.7069911,46.7483653
['Vincent'],46.7862,5.48925
['Vera'],37.2475942,-1.8681961
['Brooklyn'],40.6501024,-73.9495829
['Bend'],44.0581728,-121.3153096
['Bam'],34.75,67.25
['Easton'],40.6916081,-75.2099866
['Henderson'],32.182598,-95.7893178
['Brentwood'],37.9317766,-121.6960266
['American Fork'],40.3768954,-111.7957645
['Layton'],41.0751048,-111.9741925
['Mala'],16.3700359,-2.2900239
['Provo'],40.2338438,-111.6585337
['Aberdeen'],57.1482429,-2.0928095
['Warren'],40.8442828,-90.6168408
['Buckley'],40.5969794,-88.0380959
['Tulsa'],36.1556805,-95.9929113
['Atlantis'],26.5953847,-80.10351520586576
['Santana'],-12.979217,-44.05064
['Kuah'],6.3205283,99.850326
['Shiki'],41.189620500000004,47.16743057892138
['Wright'],45.1489061,-93.9639196
['Liberty'],30.0856736,-94.7856262
['Kansas'],38.27312,-98.5821872
['Turbo'],8.0950848,-76.728545
['Laurel'],31.739966000000003,-89.13265868703502
['Gilroy'],37.0065078,-121.5631723
['Grapevine'],32.9337381,-97.0788754
['Mecca'],21.420847,39.826869
['Corby'],52.48763,-0.701543
['Rutherford'],40.826489,-74.1068091
['Tamale'],9.4051992,-0.8423986
['Nashua'],42.7653662,-71.467566
['Basi'],13.1136538,24.0711017
['Cayenne'],4.9371143,-52.3258307
['Salo'],60.3846716,23.1286377
['Ashland'],46.2062319,-90.6802594
['Lucca'],44.017763900000006,10.454430026192636
['Utica'],43.1009031,-75.2326641
['Alexandria'],31.199004,29.894378
['Oxford'],39.7852062,-75.9790215
['Mercedes'],-24.4504957,-54.1647255
['Limón'],44.202726,7.576336
['Castro'],34.4952536,-102.2592314
"['David', 'Austin']",30.1693227,-97.814545
['Augusta'],33.4709714,-81.9748429
['Phoenix'],33.4484367,-112.0741417
['Bryan'],30.6743643,-96.3699632
['Kula'],38.55845045,28.622581514007788
['Guadalajara'],20.6720375,-103.3383962
"['Vancouver', 'Seattle']",47.6296002,-122.3666201
