city/state,note,payment_id,date_created,date_completed,target_username,target_user_id,actor_username,actor_id
['Florida'],Florida,2587480810852450891,2018-10-11T01:02:29,2018-10-11T01:02:29,michael-knuth,1.4444744084029445e+18,Anne-Knuth,2517003004805120650
['Florida'],Florida,2587869272608866673,2018-10-11T13:54:17,2018-10-11T13:54:17,jamesradler,1.3045769468641283e+18,ryan-smith-24,1226310814793728269
['Florida'],Florida,2588278851645735248,2018-10-12T03:28:03,2018-10-12T03:28:03,pade057,2.203142590562305e+18,Conor-Ryan-23,2285975807983616882
['Florida'],Florida,2588500913291264165,2018-10-12T10:49:14,2018-10-12T10:49:14,Kelly-Anglin,1.7088058134364163e+18,Sarah-Spanos,1783078968098816293
['Florida'],Florida,2588551720682390445,2018-10-12T12:30:11,2018-10-12T12:30:11,Jackie-Gordon-3,1.9299867893432325e+18,DavidGordon527,2477914675216384347
['Florida'],Florida,2588626885160206527,2018-10-12T14:59:31,2018-10-12T14:59:31,Lucas-Brunt,2.3104635136901125e+18,Zane-Carey,2026175434063872307
['Florida'],Florida,2590286870491431396,2018-10-14T21:57:37,2018-10-14T21:57:37,reccem,2.1980565188116488e+18,Kennedy-Bell-2,2196107425742848184
['Florida'],Florida,2590708750104920396,2018-10-15T11:55:49,2018-10-15T11:55:49,izsybella,2.305955685466112e+18,santos-avila,1940890092306432926
['Florida'],Florida,2590845766398378787,2018-10-15T16:28:03,2018-10-15T16:28:03,SharinChowdhury,2.0799763335086085e+18,Bibi-Morium,2478816307970048739
['Florida'],Florida,2590879582814995306,2018-10-15T17:35:14,2018-10-15T17:35:14,A-DEJARDINE,2.491097876004865e+18,Ryan-Mcgonagle-1,1868814518059008198
['Florida'],Florida,2590899172597040006,2018-10-15T18:14:09,2018-10-15T18:14:09,Jack-Henke,1.7574597482250248e+18,laurren_michelle,2434205799677952331
['Florida'],Florida,2590990657799586466,2018-10-15T21:15:55,2018-10-15T21:15:55,Chris-Bodden,1.762479365423105e+18,chandler1421,1936534055944192158
['Florida'],Florida,2591437015908090514,2018-10-16T12:02:45,2018-10-16T12:02:45,DanielleL10,2.45984244269056e+18,Kristen-Monaco-1,1601820711452672310
['Florida'],Florida,2591618807990583871,2018-10-16T18:03:56,2018-10-16T18:03:56,typhoonzz,2.567758965374976e+18,Brad-Neperud,2554586946600960266
['Florida'],Florida,2650389384951496986,2019-01-05T20:10:35.000Z,2019-01-05T20:10:35,Houssam-Ghandour,2.20874498113536e+18,Reem-Jaber,2540411054718976371
['Florida'],Florida,2650409924491739511,2019-01-05T20:51:24.000Z,2019-01-05T20:51:24,mwelch17,2.2679417184583683e+18,Kaitlin-Furey,2273381378424832208
['Florida'],Florida,2650457651879609245,2019-01-05T22:26:13.000Z,2019-01-05T22:26:13,samantha-immitti,2.2233794027192325e+18,Nicole-Lapinski,2238763556143104611
['Florida'],Florida,2650500027050361004,2019-01-05T23:50:25.000Z,2019-01-05T23:50:25,Linqi-Chen,2.5498228296253445e+18,Endong_Zhu,2575121478844416464
['Florida'],Florida,2666904856937103724,2019-01-28T15:03:53.000Z,2019-01-28T15:03:53,Katie-Cullen-14,2.5409419445534725e+18,sydneyandes,2119189191983104623
['Florida'],Florida,2650386767370256922,2019-01-05T20:05:23.000Z,2019-01-05T20:05:23,Maher-Harmoush,2.2201222236733443e+18,Reem-Jaber,2540411054718976371
['Florida'],Florida,2650425831884587018,2019-01-05T21:23:00.000Z,2019-01-05T21:23:00,Dakota-Kiefer,2.3085259214028805e+18,Alyssa-Waganfeald,2428886591733760460
['Florida'],Florida,2650432172472664125,2019-01-05T21:35:36.000Z,2019-01-05T21:35:36,Kristen-Cooley-1,2.2852329883566083e+18,Kaitlin-Furey,2273381378424832208
['Florida'],Florida,2680641336419287189,2019-02-16T13:55:49.000Z,2019-02-16T13:55:49,katieozark,2.1414024692367368e+18,Leo-Wernet,2147304131788800523
['Florida'],Florida,2683610427279016622,2019-02-20T16:14:52.000Z,2019-02-20T16:14:52,paytonnunez,1.9800630461726728e+18,samantharay16,2080955493777408027
['Amarillo'],Amarillo,2586628455206486904,2018-10-09T20:49:00,2018-10-09T20:49:00,Joshua-Shook-1,1.7885253221744645e+18,Nick_C_Cox,2392524190646272521
['Amarillo'],Amarillo,2590256376466899898,2018-10-14T20:57:02,2018-10-14T20:57:02,Drew-Tedlock,2.0243398136954883e+18,Devin-Brogan,2456143645376512937
['Florida'],For our kool wheels in Florida 🚘  🌴🌸☀️,2586628438697706126,2018-10-09T20:48:58,2018-10-09T20:48:58,Bethany-Nadolson,1.6124440614010883e+18,Holly-Klepek,1917852063891456417
['Garfield'],Garfield,2586630720575242519,2018-10-09T20:53:30,2018-10-09T20:53:30,Lance-Ridley,1.950949081874433e+18,Davis-Wilson-2,1817863765622784958
['Best'],Best cheesy garlic bread EVER!!,2586630715969897354,2018-10-09T20:53:29,2018-10-09T20:53:30,Layne-Davidson,1.9281380659691528e+18,Ashley-Mortensen-5,2360581856165888701
['Napa'],Napa stuff,2586630975488262294,2018-10-09T20:54:00,2018-10-09T20:54:00,Alice-McGonigle,1.6900142326087688e+18,EmilyFalconer,1669761675034624032
['Pop'],Pop/2 waters,2586627936438190395,2018-10-09T20:47:58,2018-10-09T20:47:58,Crew-Chiefs,2.5012401560616965e+18,DanGoble,2510405498830848802
['Granite'],Granite,2586629181408280716,2018-10-09T20:50:27,2018-10-09T20:50:27,NicoleRing,1.984404880621568e+18,Alec-Tiemeyer,1880915336757248542
['Granite'],Granite,2588275868715450672,2018-10-12T03:22:07,2018-10-12T03:22:07,haleytrinh,1.3566529387888645e+18,Katie-Song7,1630160507895808575
['Granite'],Granite,2589248615532724939,2018-10-13T11:34:47,2018-10-13T11:34:47,Michael-Scott-62,1.7756110349926403e+18,bill-monahan,1468362144088064796
['Granite'],Granite,2589594654764695882,2018-10-13T23:02:19,2018-10-13T23:02:19,Julian-Ungureanu,2.5242141122887685e+18,Florin-Ungur,2192322854912000495
['Granite'],Granite,2650380004667424864,2019-01-05T19:51:57.000Z,2019-01-05T19:51:57,ColbySorensen23,2.4336321950515205e+18,JustinHoerner,2369908562198528481
['Bar'],Bar taco + Chinese +my phone is finally fixed,2586628686799176238,2018-10-09T20:49:28,2018-10-09T20:49:28,CarlyHaber,1.9596400236953605e+18,Patrick-Rzeszutko,1954821229772800714
['Mission'],Mission funds!❤️,2586633767015678008,2018-10-09T20:59:33,2018-10-09T20:59:33,Jamon-Jex,2.2545652021985283e+18,Anna-Rowley-1,2015501802799104599
['New Orleans'],New Orleans!,2586634780225307022,2018-10-09T21:01:34,2018-10-09T21:01:34,NMCatalano,1.513933324156928e+18,Marie-Palermo,2132927693455360076
['New Orleans'],New Orleans!,2591685064253243619,2018-10-16T20:15:35,2018-10-16T20:15:35,CourtneyTreadway,2.2460456480276483e+18,Ann-Semel,1846660296605696195
['San Diego'],San Diego escapade lodging,2586632481763492689,2018-10-09T20:57:00,2018-10-09T20:57:00,daniel-ward-5,1.4834146119516168e+18,derek-truckor,1368204983140352026
['Prague'],Prison! And misc Prague things,2586626910251385218,2018-10-09T20:45:56,2018-10-09T20:45:56,colin-sturrock,1.364089062293504e+18,David-Harning,1753238978166784961
['Bar'],Bar cart,2586632759275422664,2018-10-09T20:57:33,2018-10-09T20:57:33,haley-wolfinger,1.4035378084249603e+18,Maggie-Mae-13,2221324277645312629
['Bar'],Bar cart,2590815804672966660,2018-10-15T15:28:31,2018-10-15T15:28:31,billy-russell,1.220444250177537e+18,kathrynreagan,2022187229773824249
['Bar'],Bar cart,2671432145808917055,2019-02-03T20:58:48.000Z,2019-02-03T20:58:48,Scott-William-1,2.4048273593466885e+18,Cara-Dickason,1421338895974400003
['Un'],Un mega milli,2586627927839866994,2018-10-09T20:47:57,2018-10-09T20:47:57,Mary-Lorenz,1.572069774983168e+18,dylan-mccauley,1360370191040512306
['Aloha'],Aloha,2586634027372905272,2018-10-09T21:00:04,2018-10-09T21:00:04,William-Caudill-3,2.567756071305216e+18,WilliamMurphy11,2227895225286656749
['Aloha'],Aloha,2586884364482641920,2018-10-10T05:17:27,2018-10-10T05:17:27,robert-galerstein,1.3205781830696965e+18,sarmorriso,1555379532070912358
['Aloha'],Aloha,2587237505635975680,2018-10-10T16:59:04,2018-10-10T16:59:05,JaredAlexander94,2.0713402447953928e+18,andrew-psenka,1436636118253568563
['Aloha'],Aloha,2587327224424170255,2018-10-10T19:57:20,2018-10-10T19:57:20,Brodie-Wagener,2.1530953918709768e+18,Rebecca-Hinkle-5,2318986607853568830
['Aloha'],Aloha,2588269778191778129,2018-10-12T03:10:01,2018-10-12T03:10:01,grant-callahan,1.3044968440463368e+18,Richard-Silber-2,2373684039778304158
['Aloha'],Aloha,2588420319219810339,2018-10-12T08:09:07,2018-10-12T08:09:07,Jarrett-Lum,1.8005542756679685e+18,Tyler-McKenna-2,1763888953556992559
['Aloha'],Aloha,2588788315381563852,2018-10-12T20:20:15,2018-10-12T20:20:15,Eric-Mo-1,2.1075000693882883e+18,Jennyyy_ann,1945079547691008008
['Aloha'],Aloha,2589372742646104679,2018-10-13T15:41:25,2018-10-13T15:41:25,Kimay-Velasco,2.1596382544527368e+18,santos-chavarriaocampo,1722780437446656774
['Aloha'],Aloha,2589060595680542736,2018-10-13T05:21:14,2018-10-13T05:21:14,JoshPizza,1.8708817898373123e+18,Andrew-Natsch,1746223425912832975
['Aloha'],Aloha,2589498391226483653,2018-10-13T19:51:03,2018-10-13T19:51:03,AlejandraCuellar,1.534375967588353e+18,Vicbarrientos96,2441655705665536995
['Aloha'],Aloha,2590907318707159403,2018-10-15T18:30:20,2018-10-15T18:30:20,vinh-dang-93568,2.457149347201024e+18,BaoTao1210,2479478286581760057
['Aloha'],Aloha,2650419842527527891,2019-01-05T21:11:06.000Z,2019-01-05T21:11:06,Sophie-Slobodnik,2.2205527270359048e+18,alexstew2,2223520532660224859
['Aloha'],Aloha,2671450142191649025,2019-02-03T21:34:33.000Z,2019-02-03T21:34:33,James-Pon,2.3344607794298885e+18,Kellen-OReilly,2409221958139904200
['Aloha'],Aloha,2681788062656103402,2019-02-18T03:54:09.000Z,2019-02-18T03:54:09,Alamelu-Ramamurthi,1.5248448647331848e+18,Matthew-McCarthy-18,1755478359015424048
['Buy'],Buy urself something nice,2586634016325108624,2018-10-09T21:00:03,2018-10-09T21:00:03,leahmrossi,2.0966709552742403e+18,Bailey-Raspler,2074817708687360150
['Buy'],Buy urself something nice,2586732361999712958,2018-10-10T00:15:27,2018-10-10T00:15:27,jillian-matluck,1.5393900147507203e+18,michelle-guterman-1,1527226625425408764
['Buy'],Buy urself something nice,2588018748292071599,2018-10-11T18:51:16,2018-10-11T18:51:16,SonOfOlaf,2.4924266902323205e+18,Allie-S-monies,2463971609149440202
['Buy'],Buy urself something nice,2588614354274353765,2018-10-12T14:34:38,2018-10-12T14:34:38,Kate-Cantu,1.81969140842496e+18,mereyah-cage,2164726700179456163
['Buy'],Buy urself something nice,2588999820056199494,2018-10-13T03:20:29,2018-10-13T03:20:29,Baji_T,2.38533998542848e+18,Liza-MacShap,2083754403168256291
['Buy'],Buy urself something nice,2591041329614029751,2018-10-15T22:56:36,2018-10-15T22:56:36,BrianMcLeod,2.0554703322480645e+18,annaharris509,2048035215376384382
['Buy'],Buy urself something nice,2587557474332574710,2018-10-11T03:34:48,2018-10-11T03:34:48,connerwong,2.2386851478241288e+18,lwong12,2544112930652160833
['Buy'],Buy urself something nice,2590125316370333887,2018-10-14T16:36:38,2018-10-14T16:36:38,Maeve-Ronan,2.283691246092288e+18,Lauren-Bresette-1,2295278363213824192
['Buy'],Buy urself something nice,2590466172398863145,2018-10-15T03:53:52,2018-10-15T03:53:52,Dillon-Davis-6,1.7632777008578565e+18,KoralShah,1920013816561664189
['Buy'],Buy urself something nice,2591667547061355129,2018-10-16T19:40:47,2018-10-16T19:40:47,Nikita-Sethi-1,2.3411451158855685e+18,Madeline-Blythe,2116834576826368183
['Tequila'],Tequila shot hbd !!!,2586634017977663929,2018-10-09T21:00:03,2018-10-09T21:00:03,Jorma-McClure,2.2819788795412488e+18,addiesutton,2311193867845632628
['Brandon'],Brandon’s fat,2586633248784253112,2018-10-09T20:58:31,2018-10-09T20:58:31,Mandy-Daniel,2.1438440071495688e+18,wengerjenn,2066219620368384175
['Hamilton'],Hamilton,2586629216959201545,2018-10-09T20:50:31,2018-10-09T20:50:31,Olivia-Tedesco-1,1.6264069245829123e+18,Eric-Stehnach,1723595147444224944
['Hamilton'],Hamilton,2587387823258599891,2018-10-10T21:57:44,2018-10-10T21:57:44,angela-ellison,1.4488580348968963e+18,bizmarky,1379866683375616019
['Hamilton'],Hamilton,2587422031062499385,2018-10-10T23:05:42,2018-10-10T23:05:42,Matt-Osber,2.0342752642334723e+18,Robert-Fenster,2262352221175808424
['Hamilton'],Hamilton,2588608275209519273,2018-10-12T14:22:33,2018-10-12T14:22:33,abidoody,2.2858366325882888e+18,Joseph-Johnson-138,2306124749471744947
['Hamilton'],Hamilton,2589351966102519814,2018-10-13T15:00:08,2018-10-13T15:00:08,wbenson93,2.290262017572864e+18,Mark-ODea,2497532944973824813
['Hamilton'],Hamilton,2590391227132149791,2018-10-15T01:24:57,2018-10-15T01:24:57,joshuadcooley,1.9023303205191683e+18,Evan-Busby,1961274955005952124
['Hamilton'],Hamilton,2587364263920140463,2018-10-10T21:10:55,2018-10-10T21:10:55,morgan-wolfe,1.501747528859648e+18,Sam-Hryciuk,1633738089824256105
['Hamilton'],Hamilton,2588269452629902138,2018-10-12T03:09:22,2018-10-12T03:09:22,Melissa-Cortese-1,2.372646117310465e+18,Robert-Swick-2,2214185379299328716
['Hamilton'],Hamilton,2590428102219792608,2018-10-15T02:38:13,2018-10-15T02:38:13,alice-cheng-3,1.3570108387491845e+18,Dave-Parnall,2550476771950592666
['Hamilton'],Hamilton,2590828746458005902,2018-10-15T15:54:14,2018-10-15T15:54:14,heymichaelking,1.696016768172033e+18,Dani_Kristine,2109835147476993015
['Hamilton'],Hamilton,2590936287598870615,2018-10-15T19:27:54,2018-10-15T19:27:54,emborg,1.8193059686645768e+18,Karyn-Zander,1937864422064128882
['Hamilton'],Hamilton,2591104036706976112,2018-10-16T01:01:11,2018-10-16T01:01:11,Rani-Iyer,1.618293504868352e+18,Yoni-Nachmany,1553268706639872196
['Hamilton'],Hamilton,2591424124085600854,2018-10-16T11:37:08,2018-10-16T11:37:08,mikemitchell789,2.2157203519569925e+18,John-Milder,1703896170889216499
['Hamilton'],Hamilton,2591492611046900459,2018-10-16T13:53:13,2018-10-16T13:53:13,Carlos-Doussinague,1.6148138599383045e+18,andres-doussinague,1460543676219392655
['Hamilton'],Hamilton,2591494633431236698,2018-10-16T13:57:14,2018-10-16T13:57:14,Diana-Vigna,1.5679160718458885e+18,Kirsten-Salmins,1835230767874048909
['Hamilton'],Hamilton,2591688772110254881,2018-10-16T20:22:57,2018-10-16T20:22:57,kmdsantos,1.9371018640424968e+18,miguel-bolanos,1301255376863232144
['Hamilton'],Hamilton,2672658009921946357,2019-02-05T13:34:22.000Z,2019-02-05T13:34:22,abbymaenle,1.8936323154903048e+18,Alice-Momenee,2617043564101632892
['Seattle'],Seattle transactions,2586634769471111475,2018-10-09T21:01:33,2018-10-09T21:01:33,ChaseJorishie,2.2395258121748488e+18,Natalie-Alpizar,2130894219378688815
['Born'],Born,2586631492654334927,2018-10-09T20:55:02,2018-10-09T20:55:02,Mary-Rawley,1.8016333778124803e+18,Logan-m,2131309480640512704
['Born'],Born,2591185051089633499,2018-10-16T03:42:09,2018-10-16T03:42:09,LouieAbraham,1.7538824515092485e+18,catzumarlin,1808552385576960109
['Roses'],Run for the Roses 5k🌹,2586635805069935407,2018-10-09T21:03:36,2018-10-09T21:03:36,Natalie-Schultz-3,1.7648298282188805e+18,Nick-Givens-3,2289649196204032835
['Bristol'],Bristol 🇬🇧 🍽,2586636565170094367,2018-10-09T21:05:07,2018-10-09T21:05:07,Alexis-Collier,1.9916377145999368e+18,Danielle-Odette,1622118148079616374
['Delta'],Delta,2586637059116499360,2018-10-09T21:06:06,2018-10-09T21:06:06,katie-menzies-1,1.408195264249856e+18,annette-sojka,1418819578888192231
['Delta'],Delta,2587771510244507673,2018-10-11T10:40:03,2018-10-11T10:40:03,katemdanielson,1.3240518469222403e+18,Janice-Macneil,2518386856689664029
['Delta'],Delta,2588567178311631521,2018-10-12T13:00:54,2018-10-12T13:00:54,Francis-Heroux,2.2502014902599685e+18,Gabe-Gessler,2065219681517568945
['Delta'],Delta,2590666554290995270,2018-10-15T10:31:59,2018-10-15T10:31:59,Cheyenne-Gilliam,2.2562434606694408e+18,Devon-McGuire-2,2255569930944512417
['Delta'],Delta,2588917392788685159,2018-10-13T00:36:43,2018-10-13T00:36:43,Francisco-Anleu,1.851860713472e+18,Sonia-Anleu,2032324669603840796
['Delta'],Delta,2591066185185362307,2018-10-15T23:45:59,2018-10-15T23:45:59,Tara-Salerno,1.6037789481041923e+18,Karlene-Mellinger,2438813511057408647
['Delta'],Delta,2591657146093404881,2018-10-16T19:20:07,2018-10-16T19:20:07,Joshua-Long-4,1.587341412007937e+18,luke-dipalma,1306785927397376208
['Avon'],Avon,2586631983438233667,2018-10-09T20:56:01,2018-10-09T20:56:01,Chantal-Voght,2.0351640791941125e+18,KelseyCunningham,1943880723333120829
['Avon'],Avon,2587149572480434952,2018-10-10T14:04:22,2018-10-10T14:04:22,Jennifer-Carrick-4,2.5555679859179525e+18,Alanna-Caffas,2569346484273152746
['Avon'],Avon,2587163253771600167,2018-10-10T14:31:33,2018-10-10T14:31:33,Ashley-Kopsick,2.064953435488257e+18,Dawn-Langan-Deriso,2357502708547584884
['Avon'],Avon,2587521955431187204,2018-10-11T02:24:14,2018-10-11T02:24:14,Debbie-Anderson-70,2.509096213282817e+18,Chantel-Hunziker,2428672371851264671
['Avon'],Avon,2587631608378949776,2018-10-11T06:02:05,2018-10-11T06:02:05,DollyAspeytia,2.3945490580111365e+18,Ericka-Vargas-3,2196707882303488651
['Avon'],Avon,2588040283224539854,2018-10-11T19:34:03,2018-10-11T19:34:03,Chantal-Voght,2.0351640791941125e+18,Traci-Hunsaker,2481449609461760126
['Avon'],Avon,2588137399213097602,2018-10-11T22:47:00,2018-10-11T22:47:00,Kaila-Jeter,1.8095435331665923e+18,Chrissy_Meder,1774337635909632033
['Avon'],Avon,2588542371679437512,2018-10-12T12:11:37,2018-10-12T12:11:37,Barbara-Ignoscia,2.2079969186283525e+18,Toni-Johnson-35,2340890286751744908
['Avon'],Avon,2589010463706579589,2018-10-13T03:41:38,2018-10-13T03:41:38,Reuben-Oropeza-1,2.449096895889409e+18,Letticia-UnzuetaMadueno,2330822556254208021
['Avon'],Avon,2589230767049539642,2018-10-13T10:59:20,2018-10-13T10:59:20,Merrissa-Searcy,2.3309184715980805e+18,Margaret-Burnette,2416521322168320563
['Avon'],Avon,2590406970561266553,2018-10-15T01:56:14,2018-10-15T01:56:14,amoose1124,2.546843137343488e+18,Nick-Romano-1911,2580198071468032590
['Avon'],Avon,2590976132253745877,2018-10-15T20:47:03,2018-10-15T20:47:04,Linda-Parise,2.59097106579456e+18,Maria-Michelmann,2431373847560192843
['Avon'],Avon,2591488854787621763,2018-10-16T13:45:45,2018-10-16T13:45:45,Chrissy-Rogers-6,2.3998122636083205e+18,LaJeanna-Patterson,2582025630384128830
['Avon'],Avon,2588490593910915408,2018-10-12T10:28:44,2018-10-12T10:28:44,Mariela-Briones,1.6581204010598408e+18,Rosalba-Nazario,2454632924184576985
['Avon'],Avon,2590150444042944896,2018-10-14T17:26:34,2018-10-14T17:26:34,Natalie-Mcnish,2.480142387511296e+18,Amy-Focht,2501716410892288855
['Avon'],Avon,2590841456373531322,2018-10-15T16:19:29,2018-10-15T16:19:29,Maria-Ramirez-90,2.076449854980096e+18,Crystal-Perez-97,2533220608376832035
['Avon'],Avon,2590968040862515442,2018-10-15T20:30:59,2018-10-15T20:30:59,Irene-Gonzalez-22,2.358400423821313e+18,brooklyn25-,2243182381236224736
['Avon'],Avon,2591573843986351047,2018-10-16T16:34:36,2018-10-16T16:34:36,Carmen-Bolivar-1,2.5881113138298885e+18,Lety-Diaz-1,2406300340191232645
['Avon'],Avon,2591599485008216328,2018-10-16T17:25:33,2018-10-16T17:25:33,Ronda-Ward-5,2.474853009457152e+18,Tricia-Devereaux,2493318919356416298
['Avon'],Avon,2650505828460659278,2019-01-06T00:01:56.000Z,2019-01-06T00:01:56,Ashlee-Wachob,2.361253557174273e+18,HelenKay-Grant,2232237386891264354
['Man'],Man cologne,2586631976383414611,2018-10-09T20:56:00,2018-10-09T20:56:00,Olivia-Johnson-55,2.2128293356503045e+18,gracemarie9,2377964880658432708
['David'],David’s wedding.,2586636810469769493,2018-10-09T21:05:36,2018-10-09T21:05:36,maryashley-tippins,8.915357972561925e+17,Teague-Hunter,2237846622568448923
['Most'],Most of it 🏒,2586637559798956567,2018-10-09T21:07:05,2018-10-09T21:07:05,Alyssa-Wada,1.880708263968769e+18,Monica-Patten-1,1754574528446464840
['Anju'],Anju’s bachelorette! 👯‍♀️👯‍♀️👯‍♀️,2586637824702808610,2018-10-09T21:07:37,2018-10-09T21:07:37,Abha-Vedula,1.767602414157824e+18,JackieKnowles,993010842075136962
['Surprise'],Monday's Surprise 🎉,2586637815005577478,2018-10-09T21:07:36,2018-10-09T21:07:36,alisa-crider,1.3714442525081605e+18,Caroline-Myatt,1980691193528320003
['Wedding'],Wedding makeup 😎,2586633754340492208,2018-10-09T20:59:32,2018-10-09T20:59:32,valleysnob,2.1662653218816003e+18,Jenn-Strauss,1594435523575808114
['Paris'],Luggage London-Paris,2586637824048497214,2018-10-09T21:07:37,2018-10-09T21:07:37,Jhovanni-Garcia,2.1263101890396165e+18,Jazmine-Cabral-3,2584396108398592436
['Parker'],Parker and cooper,2586639096818434444,2018-10-09T21:10:09,2018-10-09T21:10:09,Wendyse-Casimir,2.5772689792696325e+18,Kristen-Herzegh,2477172862222336435
['Born'],A Star Is Born,2586639589858869635,2018-10-09T21:11:07,2018-10-09T21:11:07,tommie_tsunami,1.7450103493099528e+18,matthew-corr,1296480950288384513
['Born'],A Star Is Born,2586718441499001115,2018-10-09T23:47:47,2018-10-09T23:47:47,Shannon_Lavery,1.7632394320281603e+18,Tanner-Chournos,2080136044216320065
['Born'],A Star Is Born,2586816557610959114,2018-10-10T03:02:44,2018-10-10T03:02:44,Sarah-Johansen-2,1.7863154105057283e+18,isthatvrosser,2056404370194432269
['Born'],A Star Is Born,2588560121621643460,2018-10-12T12:46:53,2018-10-12T12:46:53,brittany-coyle,1.2358071300915203e+18,catalina-condon,1517765944934400131
['Asheville'],Asheville,2586636548191552393,2018-10-09T21:05:05,2018-10-09T21:05:05,Zach-Waters-9,2.5678413582827525e+18,Andrew-Bethel,2364278925426688483
['Asheville'],Asheville,2587119638563258853,2018-10-10T13:04:54,2018-10-10T13:04:54,charles-sellers-1,1.3616692173209603e+18,benjamin-daniels-1,1358971961081856206
['Asheville'],Asheville,2587315827543900960,2018-10-10T19:34:41,2018-10-10T19:34:41,Alex-Udell,1.9461680282992648e+18,Lydia-Trogdon,1813482991255552238
['Asheville'],Asheville,2587396686611480740,2018-10-10T22:15:20,2018-10-10T22:15:20,Bree-Moreau,2.1534917619875848e+18,Brittany-Moreau-3,2511755427184640550
['Asheville'],Asheville,2588048663628481299,2018-10-11T19:50:42,2018-10-11T19:50:42,Alex-Udell,1.9461680282992648e+18,Connor-Lutz,1964086682189824500
['Asheville'],Asheville,2588572775652262522,2018-10-12T13:12:01,2018-10-12T13:12:01,Ryan-Rediske-1,2.58855946682368e+18,Pangle,1947182580105217018
['Asheville'],Asheville,2588585440000868483,2018-10-12T13:37:11,2018-10-12T13:37:11,Amanda-Dixon-00,2.1015770494402565e+18,Jessica-Porter-UK,2445220763402240486
['Asheville'],Asheville,2588640215924998244,2018-10-12T15:26:01,2018-10-12T15:26:01,ryan-stilson,1.3626299226521608e+18,benjamin-daniels-1,1358971961081856206
['Asheville'],Asheville,2588824622946321313,2018-10-12T21:32:24,2018-10-12T21:32:24,Montae-Monroe,1.6837235483607045e+18,Eric-Eberhardt-4,2588822449684480376
['Asheville'],Asheville,2589401400605671543,2018-10-13T16:38:21,2018-10-13T16:38:21,kellynjamison,2.0523499546214408e+18,Alexa-Gordon-3,2287327044960256463
['Asheville'],Asheville,2589531471651799221,2018-10-13T20:56:47,2018-10-13T20:56:47,Dave-Baylis,2.2048638909808648e+18,ebaylis,1785714366742528460
